# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-21 23:39:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_4-20230322003950_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-0.697933,0.392894,0.500859,1,2,1,0.936346,0.102219
-0.697933,0,0.500859,0,1,1,1.19255,0.102219
-2.3531,0.547639,0.500859,3,7,0,2.36103,2.02344
-2.40112,0.999822,0.500859,1,1,0,2.42009,2.06602
-1.32157,0.75,0.500859,2,4,1,2.48894,1.07097
-1.71533,0.99443,0.500859,2,3,0,1.87027,1.44603
-1.31818,0.666667,0.500859,1,3,1,1.83221,1.06763
-1.97636,0.663476,0.500859,1,3,1,2.44667,1.6855
-1.0698,0.5,0.500859,1,2,1,3.04293,0.814901
-1.63999,0.98459,0.500859,1,3,0,2.01278,1.37579
-0.815506,0.5,0.500859,1,2,1,2.63729,0.522628
-0.815506,0.625483,0.500859,1,1,0,1.14305,0.522628
-1.12052,0.492211,0.500859,1,2,1,1.22466,0.868133
-0.814572,0.5,0.500859,1,2,1,1.20995,0.521416
-0.814572,0,0.500859,0,1,1,1.56708,0.521416
-0.714828,1,0.500859,1,3,0,0.810425,0.37649
-0.842013,0.903961,0.500859,1,1,0,0.95431,0.0426459
-1.57703,0.715801,0.500859,2,7,0,1.88612,1.31664
-1.60085,0.999791,0.500859,1,1,0,1.62483,1.33908
-1.31435,0.999237,0.500859,2,3,0,1.78702,1.06386
-1.31435,0,0.500859,0,1,1,3.70129,1.06386
-2.28667,0.745056,0.500859,2,4,1,2.34946,1.96437
-1.66,0.999946,0.500859,3,7,0,2.38566,1.39451
-1.31723,1,0.500859,2,3,0,1.67605,1.0667
-2.33447,0.491088,0.500859,1,2,1,3.63483,2.00689
-3.7085,0.664155,0.500859,1,3,1,5.9323,3.19939
-3.50921,0.999965,0.500859,2,3,0,3.79269,3.02901
-3.45588,1,0.500859,1,1,0,3.52873,2.98331
-2.67274,0.799844,0.500859,2,5,1,4.03123,2.30523
-1.73415,0.749516,0.500859,2,4,1,3.65933,1.46348
-2.45254,0.664791,0.500859,1,3,1,2.97593,2.11151
-4.38813,0.995819,0.500859,3,7,0,4.44439,3.77625
-4.42179,0.999988,0.500859,2,3,0,4.44987,3.80468
-4.3336,1,0.500859,1,1,0,4.4321,3.73017
-3.14401,0.999204,0.500859,2,5,0,5.86058,2.71496
-1.06485,0.999905,0.500859,3,7,0,3.33141,0.80965
-0.911501,0.666667,0.500859,1,3,1,1.06556,0.639917
-0.765296,1,0.500859,1,3,0,0.914893,0.454545
-0.914807,0.996829,0.500859,1,3,0,0.928711,0.643759
-0.914807,0,0.500859,0,1,1,3.50215,0.643759
-0.913514,1,0.500859,1,1,0,0.937027,0.642258
-0.858135,1,0.500859,1,1,0,0.914437,0.576273
-0.897794,0.998279,0.500859,1,1,0,0.904428,0.623874
-1.27109,0.989624,0.500859,2,3,0,1.27559,1.02104
-0.768001,0.5,0.500859,1,2,1,1.6227,0.458397
-1.07341,0.978799,0.500859,1,3,0,1.19371,0.818722
-1.17777,0.997802,0.500859,1,1,0,1.1781,0.927072
-1.5147,0.664795,0.500859,1,3,1,1.59634,1.2576
-0.777782,0.5,0.500859,1,2,1,2.32634,0.472122
-1.09416,0.985189,0.500859,2,3,0,1.09875,0.840602
-0.666343,0.5,0.500859,1,2,1,1.41491,0.274551
-2.00929,0.356959,0.500859,1,2,1,5.45583,1.71535
-0.695912,0.749603,0.500859,2,4,1,2.25818,0.342338
-0.695912,0,0.500859,0,1,1,0.973474,0.342338
-0.653116,0.99997,0.500859,2,3,0,0.692297,0.215962
-1.11568,0.430298,0.500859,1,2,1,1.68159,0.8631
-1.11568,0,0.500859,0,1,1,2.8782,0.8631
-0.72593,0.997234,0.500859,1,3,0,1.32601,0.39494
-0.72593,0,0.500859,0,1,1,1.3873,0.39494
-0.72593,0,0.500859,0,1,1,0.975711,0.39494
-0.698057,1,0.500859,1,1,0,0.724252,0.346432
-0.698057,0,0.500859,0,1,1,1.12631,0.346432
-0.668905,1,0.500859,1,1,0,0.693142,0.281842
-1.09009,0.461225,0.500859,1,2,1,1.47701,0.836322
-0.694002,0.996492,0.500859,1,3,0,1.33109,0.338635
-0.694002,0,0.500859,0,1,1,1.31729,0.338635
-0.663239,1,0.500859,1,3,0,0.688424,0.264944
-0.663239,0,0.500859,0,1,1,0.815314,0.264944
-1.41177,0.417894,0.500859,1,2,1,2.60111,1.15892
-2.1253,0.989559,0.500859,1,3,0,2.6809,1.82001
-2.00217,1,0.500859,1,1,0,2.12608,1.70891
-3.00455,0.993571,0.500859,2,5,0,4.12261,2.5943
-3.05264,0.999891,0.500859,1,1,0,3.07327,2.63596
-1.14929,1,0.500859,3,7,0,3.06178,0.89789
-1.18783,0.99929,0.500859,1,1,0,1.20143,0.937321
-1.59009,0.992852,0.500859,2,3,0,1.73292,1.32895
-0.759245,0.5,0.500859,1,2,1,2.65781,0.445834
-1.32682,0.950668,0.500859,1,3,0,1.84267,1.07613
-0.76645,0.5,0.500859,1,2,1,1.77763,0.456191
-0.756182,1,0.500859,1,1,0,0.776112,0.441372
-0.756182,0,0.500859,0,1,1,1.34904,0.441372
-0.906578,0.996625,0.500859,1,3,0,0.921969,0.634178
-0.906578,0.127776,0.500859,1,1,0,1.43762,0.634178
-0.653064,0.5,0.500859,1,2,1,1.03919,0.185363
-0.653064,0,0.500859,0,1,1,1.507,0.185363
-1.03247,0.845846,0.500859,1,3,0,1.48973,0.774992
-0.938718,1,0.500859,1,1,0,1.0298,0.671252
-1.03028,0.99739,0.500859,2,3,0,1.09678,0.772632
-1.5259,0.995742,0.500859,1,3,0,1.79669,1.26825
-1.01141,0.9984,0.500859,1,3,0,1.8136,0.752173
-0.725413,0.5,0.500859,1,2,1,1.10701,0.3941
-0.725413,0,0.500859,0,1,1,2.57879,0.3941
-0.725413,0.973035,0.500859,1,3,0,1.11182,0.3941
-0.725413,0,0.500859,0,1,1,1.32951,0.3941
-0.725413,0,0.500859,0,1,1,1.70318,0.3941
-0.672975,1,0.500859,1,3,0,0.718758,0.292569
-0.672832,1,0.500859,2,3,0,0.698128,0.292208
-0.656016,1,0.500859,2,3,0,0.670002,0.167715
-1.70623,0.287411,0.500859,1,2,1,4.32466,1.43757
-1.22855,0.666667,0.500859,1,3,1,1.9142,0.978491
-1.3022,0.998881,0.500859,1,1,0,1.30759,1.05188
-1.87759,0.990593,0.500859,1,3,0,2.21586,1.59551
-0.718492,0.75,0.500859,2,4,1,1.80627,0.382685
-0.869195,0.642138,0.500859,2,3,0,1.08857,0.0372305
-0.869195,0,0.500859,0,1,1,3.12047,0.0372305
-0.869195,0.0216708,0.500859,1,2,1,2.04403,0.0372305
-0.723978,1,0.500859,1,1,0,0.881641,0.391763
-0.723978,0,0.500859,0,1,1,1.08373,0.391763
-0.723978,0,0.500859,0,1,1,1.4173,0.391763
-0.723978,0,0.500859,0,1,1,1.17683,0.391763
-0.778374,0.995226,0.500859,1,1,0,0.7785,0.472944
-0.778374,0,0.500859,0,1,1,1.50801,0.472944
-0.652541,0.5,0.500859,1,2,1,0.801241,0.20771
-0.655442,0.998691,0.500859,2,3,0,0.658891,0.233071
-0.657212,0.989256,0.500859,2,3,0,0.717771,0.242035
-0.657212,0,0.500859,0,1,1,0.786366,0.242035
-0.657212,0,0.500859,0,1,1,1.15355,0.242035
-0.964064,0.923054,0.500859,1,3,0,1.20884,0.699883
-1.0973,0.66542,0.500859,1,3,1,1.0987,0.843892
-1.12636,0.999391,0.500859,1,1,0,1.14229,0.874197
-1.2335,0.998012,0.500859,1,1,0,1.23388,0.983467
-0.731516,0.996372,0.500859,1,3,0,1.607,0.403891
-1.42586,0.464212,0.500859,1,2,1,2.25713,1.17252
-0.803936,0.5,0.500859,1,2,1,1.9692,0.507495
-0.954548,0.66408,0.500859,1,3,1,0.965099,0.689191
-0.755511,1,0.500859,2,3,0,0.959141,0.440389
-0.683508,0.333706,0.500859,2,3,0,0.775142,0.116037
-1.8802,0.494739,0.500859,2,4,1,1.90242,1.5979
-2.87556,0.997258,0.500859,3,7,0,2.90954,2.48228
-1.469,0.8,0.500859,2,5,1,2.8641,1.21398
-1.21263,0.666667,0.500859,1,3,1,1.49557,0.962446
-0.991972,0.666667,0.500859,1,3,1,1.23115,0.730875
-0.793203,0.998025,0.500859,2,3,0,1.12605,0.493191
-1.23262,0.970552,0.500859,1,3,0,1.50467,0.98258
-1.10541,0.999697,0.500859,2,3,0,1.29739,0.852389
-1.00029,1,0.500859,1,1,0,1.10279,0.740014
-0.856856,0.785568,0.500859,2,3,0,0.926371,0.0395753
-0.723675,1,0.500859,1,1,0,0.878254,0.391266
-0.677706,1,0.500859,1,3,0,0.717411,0.304057
-0.719632,0.946628,0.500859,2,3,0,0.816964,0.38459
-0.883876,0.329145,0.500859,2,3,0,0.912703,0.607381
-0.883876,0,0.500859,0,1,1,1.7169,0.607381
-0.883876,0,0.500859,0,1,1,1.43857,0.607381
-1.00319,0.6652,0.500859,1,3,1,1.00426,0.743191
-0.725011,0.5,0.500859,1,2,1,1.09188,0.393447
-0.738073,0.998759,0.500859,1,1,0,0.745141,0.414156
-0.738073,0,0.500859,0,1,1,1.0812,0.414156
-0.738073,0,0.500859,0,1,1,1.7927,0.414156
-0.70609,0.993089,0.500859,2,3,0,0.876739,0.361217
-0.958113,0.980625,0.500859,2,3,0,0.963037,0.693205
-1.57027,0.489519,0.500859,1,2,1,2.04926,1.31026
-1.86496,0.998337,0.500859,2,3,0,1.90065,1.58395
-1.84129,1,0.500859,1,1,0,1.89073,1.56226
-2.01883,0.999157,0.500859,2,3,0,2.09387,1.72399
-1.72981,0.999992,0.500859,2,3,0,2.05687,1.45946
-1.42934,1,0.500859,2,3,0,1.75806,1.17587
-1.78598,0.665418,0.500859,1,3,1,1.86833,1.51139
-0.895493,0.5,0.500859,1,2,1,2.90002,0.621161
-1.52546,0.486408,0.500859,1,2,1,2.06621,1.26783
-2.06171,0.664941,0.500859,1,3,1,2.32147,1.76274
-1.4607,0.998999,0.500859,1,3,0,2.41222,1.20603
-1.09536,0.666667,0.500859,1,3,1,1.56551,0.841862
-0.712398,0.5,0.500859,1,2,1,1.36374,0.0913864
-0.813317,0.350679,0.500859,2,3,0,1.03854,0.519785
-1.38302,0.963001,0.500859,1,3,0,1.85796,1.13105
-1.97935,0.854711,0.500859,2,7,1,1.97948,1.68821
-1.97935,0.000114694,0.500859,1,1,0,6.81624,1.68821
-2.89928,0.664701,0.500859,1,3,1,3.81592,2.50292
-2.14195,0.999219,0.500859,1,3,0,3.45584,1.83496
-1.76254,1,0.500859,1,3,0,2.22683,1.48975
-2.37276,0.665205,0.500859,1,3,1,2.71648,2.04088
-1.43629,0.999806,0.500859,3,7,0,2.60319,1.18257
-0.782866,0.99518,0.500859,3,7,0,2.36794,0.47914
-0.682639,0.994702,0.500859,1,3,0,0.811964,0.117008
-0.682639,0,0.500859,0,1,1,0.955393,0.117008
-0.722215,0.933838,0.500859,1,3,0,0.800756,0.38887
-0.932887,0.490739,0.500859,1,2,1,0.989956,0.664594
-1.35428,0.984636,0.500859,1,3,0,1.55159,1.10304
-1.3127,0.999558,0.500859,2,3,0,1.46528,1.06224
-0.938242,1,0.500859,1,3,0,1.4442,0.67071
-1.4474,0.980545,0.500859,1,3,0,1.76198,1.19325
-2.14688,0.990411,0.500859,1,3,0,2.67081,1.83939
-3.48831,0.995092,0.500859,3,7,0,3.97237,3.01111
-3.54879,0.999899,0.500859,1,1,0,3.56609,3.0629
-0.656773,0.999663,0.500859,2,5,0,3.59072,0.164734
-0.912954,0.436649,0.500859,1,2,1,1.19124,0.641608
-0.761471,0.997245,0.500859,2,3,0,1.04983,0.449055
-0.716763,1,0.500859,2,3,0,0.757786,0.379775
-0.655166,0.333637,0.500859,2,3,0,0.722722,0.171511
-1.34303,0.354353,0.500859,1,2,1,2.62143,1.09203
-3.06737,0.984046,0.500859,3,7,0,3.39594,2.64871
-3.12468,0.999876,0.500859,1,1,0,3.14231,2.69827
-2.72932,1,0.500859,2,3,0,3.14988,2.35474
-2.84463,0.999689,0.500859,1,1,0,2.84806,2.45536
-1.37615,0.799862,0.500859,2,5,1,3.13028,1.12436
-1.48416,0.99884,0.500859,2,3,0,1.57162,1.22849
-1.47983,1,0.500859,1,1,0,1.51578,1.22434
-3.02516,0.989214,0.500859,2,5,0,3.36918,2.61217
-0.974876,0.998999,0.500859,2,5,0,3.88264,0.711952
-1.08469,0.665664,0.500859,1,3,1,1.08469,0.830635
-1.5345,0.989289,0.500859,1,3,0,1.73631,1.27641
-1.43123,1,0.500859,2,3,0,1.53542,1.1777
-1.21012,0.666667,0.500859,1,3,1,1.44416,0.959911
-1.06354,0.666667,0.500859,1,3,1,1.20876,0.808258
-0.719329,0.997664,0.500859,1,3,0,1.22187,0.384085
-0.963683,0.488804,0.500859,1,2,1,1.04896,0.699456
-0.963683,0,0.500859,0,1,1,1.85601,0.699456
-1.71757,0.48633,0.500859,1,2,1,2.48526,1.44811
-2.08512,0.996896,0.500859,2,3,0,2.26904,1.78385
-0.870408,0.749755,0.500859,2,4,1,2.26334,0.591209
-0.870408,0,0.500859,0,1,1,2.30118,0.591209
-0.688248,0.5,0.500859,1,2,1,0.945774,0.111059
-1.08786,0.330194,0.500859,1,2,1,1.83073,0.833981
-1.74794,0.851577,0.500859,2,7,1,1.75463,1.47626
-0.791121,0.5,0.500859,1,2,1,3.14142,0.490383
-0.998517,0.996159,0.500859,1,3,0,1.03554,0.738071
-1.01118,0.999648,0.500859,1,1,0,1.0312,0.751922
-2.21723,0.731513,0.500859,2,4,1,2.40441,1.90241
-0.693378,0.74956,0.500859,2,4,1,2.61845,0.337412
-0.693378,0,0.500859,0,1,1,1.51907,0.337412
-0.693378,2.53278e-08,0.500859,1,1,0,0.83612,0.337412
-0.934741,0.485659,0.500859,1,2,1,1.03392,0.666714
-1.43056,0.572887,0.500859,3,7,0,1.43057,1.17705
-0.66493,0.5,0.500859,1,2,1,2.4808,0.270299
-0.703968,0.997567,0.500859,1,3,0,0.704709,0.357387
-0.831111,0.601633,0.500859,2,3,0,0.846726,0.542619
-0.831111,0,0.500859,0,1,1,2.49835,0.542619
-0.80362,1,0.500859,1,1,0,0.837313,0.507078
-0.80362,0,0.500859,0,1,1,1.62655,0.507078
-1.10701,0.98238,0.500859,2,3,0,1.22889,0.85406
-0.667783,0.5,0.500859,1,2,1,1.51447,0.13772
-0.667783,0,0.500859,0,1,1,0.912714,0.13772
-0.667783,0.144808,0.500859,1,1,0,0.734518,0.13772
-1.75013,0.233147,0.500859,1,2,1,4.70146,1.47828
-1.35387,1,0.500859,2,3,0,1.75808,1.10263
-0.850951,0.99763,0.500859,1,3,0,1.66791,0.567435
-1.19781,0.983801,0.500859,1,3,0,1.33293,0.947449
-1.44637,0.665371,0.500859,1,3,1,1.47381,1.19226
-0.825271,0.996743,0.500859,1,3,0,1.97582,0.535191
-1.0733,0.996074,0.500859,1,3,0,1.12966,0.818609
-1.0733,0,0.500859,0,1,1,2.74967,0.818609
-0.962614,0.999593,0.500859,2,3,0,1.13225,0.698258
-0.697754,0.5,0.500859,1,2,1,1.05073,0.345858
-0.697754,0,0.500859,0,1,1,2.2969,0.345858
-0.697754,0,0.500859,0,1,1,1.94246,0.345858
-0.718557,0.99754,0.500859,1,1,0,0.721291,0.382794
-0.718557,0,0.500859,0,1,1,4.1775,0.382794
-0.706146,1,0.500859,1,1,0,0.722684,0.361316
-0.791828,0.900789,0.500859,2,3,0,0.810039,0.0556201
-1.85183,0.332705,0.500859,3,7,0,2.36263,1.57193
-0.877416,0.5,0.500859,1,2,1,3.21843,0.599651
-0.913838,1,0.500859,1,1,0,1.10011,0.0300426
-0.913838,0.261786,0.500859,1,1,0,0.914141,0.0300426
-0.913838,0.647644,0.500859,1,1,0,1.03695,0.0300426
-0.913838,0.0874195,0.500859,2,5,0,1.0542,0.0300426
-0.913838,0.161637,0.500859,2,5,0,0.937285,0.0300426
-0.913838,0.00607673,0.500859,2,7,0,2.66281,0.0300426
-2.77039,0.329994,0.500859,2,7,0,3.05976,2.39062
-2.78564,0.999959,0.500859,1,1,0,2.8189,2.40393
-2.08049,0.99931,0.500859,3,7,0,3.48828,1.77968
-1.78312,0.999997,0.500859,2,3,0,2.11742,1.50876
-3.97964,0.987667,0.500859,2,7,0,4.89687,3.43023
-3.95266,1,0.500859,1,1,0,4.00993,3.40731
-3.97637,0.999969,0.500859,1,1,0,4.00809,3.42746
-3.77672,0.99991,0.500859,3,7,0,4.269,3.25757
-3.08573,0.999658,0.500859,1,3,0,4.18192,2.6646
-1.83047,0.666667,0.500859,1,3,1,4.97832,1.55233
-1.20075,0.998416,0.500859,1,3,0,2.26156,0.950437
-1.21702,0.999196,0.500859,2,3,0,1.33368,0.966882
-1.07356,0.999738,0.500859,2,3,0,1.27396,0.818883
-1.07356,0,0.500859,0,1,1,2.16742,0.818883
-0.959564,0.999606,0.500859,2,3,0,1.13104,0.694835
-0.959564,0,0.500859,0,1,1,1.95799,0.694835
-1.14007,0.664966,0.500859,1,3,1,1.15116,0.888388
-0.724855,0.5,0.500859,1,2,1,1.38522,0.393193
-0.664491,0.999661,0.500859,2,3,0,0.730644,0.268936
-1.36465,0.425497,0.500859,1,2,1,2.40777,1.11317
-1.19169,0.666667,0.500859,1,3,1,1.36608,0.941242
-0.853547,0.5,0.500859,1,2,1,1.30251,0.570638
-2.11412,0.458659,0.500859,1,2,1,4.57405,1.80996
-1.43295,0.998699,0.500859,1,3,0,2.59889,1.17936
-1.52839,0.999001,0.500859,1,1,0,1.53143,1.27061
-0.671405,0.857143,0.500859,2,7,1,1.25123,0.131742
-0.737006,0.312052,0.500859,2,3,0,0.819056,0.412502
-0.699617,1,0.500859,1,1,0,0.733374,0.349368
-0.723693,0.997233,0.500859,1,1,0,0.725966,0.391296
-0.694376,1,0.500859,1,1,0,0.721298,0.339364
-0.659954,1,0.500859,2,3,0,0.679301,0.154668
-0.791666,0.918183,0.500859,1,3,0,0.913228,0.491119
-0.791666,0,0.500859,0,1,1,3.55663,0.491119
-0.661228,0.5,0.500859,1,2,1,0.806425,0.258104
-0.653997,1,0.500859,1,1,0,0.659208,0.22377
-0.658602,0.999458,0.500859,2,3,0,0.658666,0.248085
-0.66164,0.999269,0.500859,1,1,0,0.662801,0.259555
-0.66164,0,0.500859,0,1,1,0.873821,0.259555
-0.65631,0.996993,0.500859,2,3,0,0.668751,0.237693
-0.704362,0.981671,0.500859,2,3,0,0.705423,0.0971126
-0.65873,1,0.500859,1,1,0,0.679744,0.158181
-0.65873,0,0.500859,0,1,1,2.60662,0.158181
-0.908735,0.86159,0.500859,1,3,0,1.19005,0.636696
-1.36276,0.981476,0.500859,1,3,0,1.60817,1.11132
-1.55456,0.859574,0.500859,1,3,0,1.56038,1.29541
-2.07507,0.665073,0.500859,1,3,1,2.31262,1.77479
-1.95289,1,0.500859,1,1,0,2.07582,1.66418
-3.31795,0.662963,0.500859,1,3,1,5.58143,2.86486
-3.34832,0.999943,0.500859,1,1,0,3.37629,2.89098
-3.41822,0.999873,0.500859,1,1,0,3.43245,2.95101
-4.08417,0.998527,0.500859,1,3,0,4.4456,3.51897
-4.22133,0.999833,0.500859,1,1,0,4.2231,3.63519
-4.17637,1,0.500859,2,3,0,4.24478,3.59712
-4.25256,0.999911,0.500859,1,1,0,4.26596,3.66163
-4.40876,0.999837,0.500859,3,7,0,4.72543,3.79368
-0.652735,0.75,0.500859,2,4,1,5.08499,0.211165
-0.652735,0,0.500859,0,1,1,0.872042,0.211165
-0.735534,0.90942,0.500859,2,3,0,0.759481,0.0778609
-0.675685,1,0.500859,1,1,0,0.73437,0.299259
-0.675685,0,0.500859,0,1,1,1.02964,0.299259
-0.675685,0,0.500859,0,1,1,0.896256,0.299259
-0.675685,0,0.500859,0,1,1,0.895749,0.299259
-0.776293,0.417863,0.500859,2,3,0,0.789961,0.470052
-1.62171,0.465331,0.500859,1,2,1,2.78245,1.35867
-0.653987,0.5,0.500859,1,2,1,3.33865,0.223701
-0.65387,0.999962,0.500859,2,3,0,0.656559,0.2228
-0.652652,1,0.500859,2,3,0,0.653782,0.190484
-0.699578,0.624495,0.500859,2,3,0,0.717044,0.349295
-0.699578,0,0.500859,0,1,1,2.85476,0.349295
-0.654007,0.999904,0.500859,2,3,0,0.697288,0.223849
-0.654007,0,0.500859,0,1,1,0.742196,0.223849
-0.654007,0,0.500859,0,1,1,1.11229,0.223849
-0.847616,0.964521,0.500859,2,3,0,0.848454,0.563307
-2.27949,0.718707,0.500859,2,4,1,2.28608,1.95798
-2.2368,1,0.500859,1,1,0,2.29975,1.91989
-1.77625,0.999493,0.500859,3,7,0,2.65231,1.50241
-1.32862,0.999522,0.500859,1,3,0,1.94169,1.0779
-1.08246,0.666667,0.500859,1,3,1,1.35474,0.828286
-1.46698,0.663948,0.500859,1,3,1,1.5986,1.21204
-0.966803,1,0.500859,2,3,0,1.45458,0.702948
-0.653581,0.5,0.500859,1,2,1,1.17165,0.180876
-0.662893,0.994776,0.500859,1,1,0,0.663836,0.147419
-0.736023,0.902547,0.500859,1,1,0,0.796992,0.0776122
-0.683925,0.94968,0.500859,2,3,0,0.694745,0.317999
-0.683925,0,0.500859,0,1,1,1.00051,0.317999
-0.683925,0,0.500859,0,1,1,3.82426,0.317999
-0.688013,0.999392,0.500859,1,1,0,0.693321,0.326616
-0.688013,0,0.500859,0,1,1,3.22665,0.326616
-0.688013,0,0.500859,0,1,1,1.35612,0.326616
-0.652398,1,0.500859,2,3,0,0.681528,0.19652
-2.29821,0.711662,0.500859,2,5,0,3.08056,1.97465
-2.31464,0.999978,0.500859,2,3,0,2.34586,1.98926
-2.21566,0.999865,0.500859,2,3,0,2.42524,1.901
-1.75525,0.666667,0.500859,1,3,1,2.37121,1.48302
-0.754113,0.749417,0.500859,2,4,1,1.33449,0.0692322
-0.754113,0.0995914,0.500859,1,2,1,2.89154,0.0692322
-0.664767,1,0.500859,1,1,0,0.701709,0.143426
-0.664767,0,0.500859,0,1,1,1.45673,0.143426
-0.655009,1,0.500859,1,1,0,0.660846,0.172276
-1.02231,0.418126,0.500859,1,2,1,1.48476,0.764019
-0.652715,0.994089,0.500859,1,3,0,1.30147,0.189528
-0.812685,0.469535,0.500859,1,2,1,0.924158,0.518964
-1.00754,0.663445,0.500859,1,3,1,1.03477,0.747949
-1.39634,0.989244,0.500859,1,3,0,1.54257,1.14397
-0.821889,0.996958,0.500859,1,3,0,1.84078,0.530859
-1.30627,0.97113,0.500859,1,3,0,1.63028,1.0559
-1.14932,0.666667,0.500859,1,3,1,1.30574,0.89792
-0.673847,0.5,0.500859,1,2,1,1.6193,0.12812
-0.673847,0,0.500859,0,1,1,0.893254,0.12812
-1.13092,0.344863,0.500859,1,2,1,1.93892,0.878926
-1.03694,1,0.500859,2,3,0,1.12955,0.779806
-1.41707,0.99042,0.500859,2,3,0,1.5528,1.16404
-1.89437,0.994125,0.500859,1,3,0,2.09112,1.61085
-1.968,0.999577,0.500859,1,1,0,1.9776,1.67791
