# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-21 23:39:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_4-20230322003950_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-0.652401,0,0.375456,0,1,1,1.22091,0.196388
-0.80126,0.479606,0.375456,1,2,1,1.33748,0.503955
-0.69157,0.666667,0.375456,1,3,1,0.934426,0.333833
-0.759483,0.5,0.375456,1,2,1,0.971682,0.0670131
-0.759483,0,0.375456,0,1,1,0.980803,0.0670131
-0.759483,0,0.375456,0,1,1,1.19357,0.0670131
-0.844855,0.932817,0.375456,2,5,0,0.906222,0.559876
-0.734087,0.666734,0.375456,1,3,0,0.944069,0.407945
-0.654717,0.999502,0.375456,3,7,0,0.782568,0.228739
-0.652359,0.999807,0.375456,1,3,0,0.657984,0.20008
-0.830398,0.476117,0.375456,1,2,1,1.49963,0.541715
-0.653111,0.5,0.375456,1,2,1,1.39416,0.215912
-0.743594,0.997477,0.375456,3,7,0,0.766932,0.422618
-0.898953,0.664949,0.375456,1,3,1,1.10021,0.625238
-0.652582,0.749652,0.375456,2,4,1,1.04451,0.191672
-0.775954,0.982444,0.375456,3,7,0,0.884301,0.46958
-1.06542,0.796826,0.375456,2,5,1,1.13915,0.810253
-1.08982,0.999976,0.375456,3,7,0,1.09037,0.836037
-0.800683,0.75,0.375456,2,4,1,1.02795,0.0529807
-0.800683,0.321262,0.375456,1,2,1,1.37355,0.0529807
-0.777245,1,0.375456,1,1,0,0.864658,0.0603817
-0.777245,0,0.375456,0,1,1,1.95927,0.0603817
-0.777245,0,0.375456,0,1,1,1.9987,0.0603817
-0.777245,0.000225212,0.375456,1,1,0,0.94872,0.0603817
-0.777245,0,0.375456,0,1,1,1.162,0.0603817
-0.777245,0,0.375456,0,1,1,1.59381,0.0603817
-0.763508,0.961243,0.375456,2,3,0,0.830587,0.0654196
-0.959793,0.374837,0.375456,3,7,0,1.07182,0.695092
-1.06172,0.998908,0.375456,1,3,0,1.10214,0.806326
-1.29369,0.99696,0.375456,3,7,0,1.67239,1.04347
-0.725677,0.999878,0.375456,2,5,0,1.36373,0.394529
-0.684625,0.999137,0.375456,2,5,0,0.742661,0.319501
-0.78298,0.664787,0.375456,1,3,1,0.904269,0.479297
-1.03971,0.663996,0.375456,1,3,1,1.53635,0.78279
-1.15667,0.999316,0.375456,2,3,0,1.1573,0.90548
-1.71363,0.832181,0.375456,2,6,1,1.74098,1.44445
-1.84574,0.857048,0.375456,2,7,1,1.89177,1.56634
-2.3258,0.999303,0.375456,2,5,0,2.44974,1.99919
-2.64828,0.856993,0.375456,2,7,1,3.05184,2.28379
-1.76631,0.833283,0.375456,2,6,1,3.31463,1.49324
-1.58915,0.99987,0.375456,1,3,0,1.87373,1.32807
-1.70199,0.999783,0.375456,2,3,0,1.70654,1.43364
-1.84702,0.99962,0.375456,1,3,0,1.90747,1.56751
-3.38775,0.832081,0.375456,2,6,1,4.11529,2.92485
-3.64169,0.999839,0.375456,2,5,0,3.85047,3.14235
-2.79235,0.833333,0.375456,2,6,1,4.18117,2.40979
-2.45048,0.999802,0.375456,2,7,0,3.24791,2.10969
-1.66246,0.999757,0.375456,2,7,0,2.96369,1.39681
-1.1286,0.666667,0.375456,1,3,1,3.23942,0.876526
-0.816731,0.75,0.375456,2,4,1,1.203,0.524214
-0.652431,0.5,0.375456,1,2,1,1.35483,0.204817
-0.905971,0.46592,0.375456,1,2,1,1.98598,0.633468
-0.915195,0.999897,0.375456,1,1,0,0.918144,0.64421
-1.2309,0.746924,0.375456,2,4,1,1.84751,0.980849
-1.38791,0.833125,0.375456,2,6,1,1.38795,1.13579
-1.37411,1,0.375456,1,1,0,1.39187,1.12238
-1.78656,0.740005,0.375456,2,7,0,1.87886,1.51192
-1.79104,0.999991,0.375456,1,1,0,1.79968,1.51606
-1.36146,0.8,0.375456,2,5,1,1.89535,1.11005
-1.81915,0.998682,0.375456,2,5,0,1.94785,1.54193
-1.87552,0.999842,0.375456,3,7,0,2.02542,1.59362
-1.20809,0.833263,0.375456,2,6,1,2.26318,0.957859
-1.09292,1,0.375456,2,3,0,1.2085,0.8393
-0.826107,0.999907,0.375456,2,5,0,1.13694,0.536258
-0.652552,0.5,0.375456,1,2,1,1.39755,0.207962
-0.834005,0.98596,0.375456,3,7,0,0.874074,0.546279
-1.42838,0.991136,0.375456,2,7,0,1.82536,1.17495
-0.676253,0.74962,0.375456,2,4,1,2.29368,0.300621
-0.674019,1,0.375456,2,3,0,0.676802,0.295183
-0.875539,0.795585,0.375456,2,5,1,0.876992,0.597396
-0.793808,0.999771,0.375456,1,3,0,0.910434,0.494004
-0.653467,0.5,0.375456,1,2,1,1.18442,0.219419
-0.668918,0.998823,0.375456,3,7,0,0.683124,0.281878
-0.850132,0.992545,0.375456,2,5,0,0.902317,0.566423
-1.09633,0.665015,0.375456,1,3,1,1.49556,0.842879
-2.42342,0.744108,0.375456,2,4,1,4.42153,2.08576
-2.6042,0.999863,0.375456,3,7,0,2.71456,2.24511
-2.49479,0.999976,0.375456,2,3,0,2.66313,2.14881
-0.804902,0.874936,0.375456,3,8,1,2.07552,0.0517829
-0.655919,1,0.375456,2,3,0,0.762787,0.168122
-0.738803,0.482601,0.375456,1,2,1,1.08036,0.415284
-0.738803,0,0.375456,0,1,1,4.15782,0.415284
-0.738803,0.466744,0.375456,1,2,1,6.06663,0.415284
-0.738803,0,0.375456,0,1,1,2.1339,0.415284
-0.728542,0.999648,0.375456,3,7,0,0.779563,0.0815668
-0.811584,0.910317,0.375456,2,5,0,1.01661,0.51753
-0.741958,0.999716,0.375456,1,3,0,0.842661,0.420126
-0.895927,0.998758,0.375456,2,5,0,0.907258,0.621673
-0.690989,0.998458,0.375456,2,5,0,1.08529,0.108393
-0.716589,0.754552,0.375456,3,7,0,1.42498,0.379481
-0.68993,0.5,0.375456,1,2,1,1.0588,0.109406
-0.81233,0.905425,0.375456,1,1,0,0.85427,0.0497616
-0.705962,1,0.375456,1,1,0,0.768649,0.0959184
-0.684983,0.990657,0.375456,2,5,0,0.743843,0.320265
-0.709385,0.998593,0.375456,2,3,0,0.726329,0.367065
-0.659408,0.965153,0.375456,2,3,0,0.941223,0.251325
-0.659408,0,0.375456,0,1,1,2.82847,0.251325
-0.986276,0.471258,0.375456,1,2,1,2.31146,0.724591
-0.7539,0.999888,0.375456,2,5,0,1.0244,0.438023
-0.942248,0.746439,0.375456,2,4,1,1.22991,0.675269
-1.02569,0.999383,0.375456,2,3,0,1.02876,0.767673
-0.75453,0.666667,0.375456,1,3,1,1.60964,0.43895
-1.16073,0.991581,0.375456,2,7,0,1.35132,0.909646
-0.757626,0.999494,0.375456,2,5,0,1.33669,0.44348
-0.69398,0.999825,0.375456,2,5,0,0.798447,0.338592
-0.661607,0.999421,0.375456,1,3,0,0.716539,0.25944
-0.661607,0,0.375456,0,1,1,1.99813,0.25944
-0.830762,0.889585,0.375456,2,3,0,0.943703,0.0451773
-0.700046,1,0.375456,2,3,0,0.822125,0.350168
-0.979174,0.794366,0.375456,2,5,1,1.07911,0.716728
-0.951989,1,0.375456,1,1,0,0.978962,0.686304
-0.686382,0.5,0.375456,1,2,1,1.67657,0.323223
-1.70667,0.962006,0.375456,2,7,0,2.16732,1.43799
-1.76108,0.999676,0.375456,3,7,0,2.00884,1.48841
-1.55374,0.999807,0.375456,1,3,0,1.92312,1.29464
-2.48664,0.99738,0.375456,3,9,0,3.28457,2.14162
-3.08964,0.856999,0.375456,2,7,1,3.30866,2.66798
-2.77398,1,0.375456,3,7,0,3.09792,2.39376
-1.95301,0.999802,0.375456,2,7,0,3.31475,1.66429
-1.94341,1,0.375456,1,1,0,1.95977,1.65555
-1.20737,0.833333,0.375456,2,6,1,2.02929,0.957131
-0.740371,0.75,0.375456,2,4,1,1.46962,0.417697
-0.910929,0.664638,0.375456,1,3,1,1.15824,0.639252
-0.668553,0.834496,0.375456,2,5,0,0.906737,0.28087
-0.910373,0.485497,0.375456,1,2,1,1.63879,0.638604
-1.13595,0.996565,0.375456,2,5,0,1.43803,0.884125
-0.8593,0.666667,0.375456,1,3,1,1.6328,0.5777
-0.823117,0.99971,0.375456,2,3,0,0.89887,0.532435
-0.819483,1,0.375456,1,1,0,0.826951,0.527765
-0.663133,0.5,0.375456,1,2,1,1.1778,0.264598
-0.662038,0.999969,0.375456,3,7,0,0.666312,0.26093
-0.710543,0.995046,0.375456,1,3,0,0.762583,0.369093
-0.865488,0.996879,0.375456,3,7,0,0.896021,0.585245
-0.652399,0.5,0.375456,1,2,1,1.6818,0.196461
-1.07266,0.724442,0.375456,2,4,1,1.15949,0.81793
-1.79288,0.99497,0.375456,2,7,0,2.29933,1.51775
-1.64379,0.999931,0.375456,1,3,0,1.85918,1.37935
-1.65869,0.999843,0.375456,3,7,0,1.82233,1.39328
-2.08463,0.83306,0.375456,2,6,1,2.17416,1.78341
-1.74096,0.833333,0.375456,2,6,1,2.12347,1.46979
-2.21272,0.999225,0.375456,2,5,0,2.33374,1.89838
-2.00633,0.999893,0.375456,1,3,0,2.35584,1.71267
-2.01321,0.999996,0.375456,2,3,0,2.02118,1.7189
-0.733978,0.75,0.375456,2,4,1,2.6839,0.407773
-0.684647,0.999562,0.375456,1,3,0,0.760509,0.319548
-1.15602,0.73354,0.375456,2,4,1,1.50392,0.904805
-0.67069,0.999852,0.375456,2,5,0,1.21178,0.28666
-0.67069,0.553818,0.375456,1,1,0,1.12668,0.28666
-0.67069,0,0.375456,0,1,1,1.68537,0.28666
-0.734343,0.994717,0.375456,1,3,0,0.800529,0.408347
-0.723101,1,0.375456,1,1,0,0.734209,0.390327
-0.812001,0.999023,0.375456,1,3,0,0.879974,0.518073
-0.957403,0.999048,0.375456,1,3,0,1.095,0.692406
-0.675136,1,0.375456,3,7,0,0.951156,0.297929
-0.726656,0.991716,0.375456,1,3,0,0.765708,0.396115
-0.726656,0,0.375456,0,1,1,1.74418,0.396115
-1.35553,0.734704,0.375456,2,4,1,1.90179,1.10426
-0.75638,0.999804,0.375456,2,5,0,1.80022,0.441662
-0.820522,0.998368,0.375456,1,3,0,0.844346,0.529103
-0.68073,0.5,0.375456,1,2,1,1.66274,0.11921
-0.65509,0.995129,0.375456,2,3,0,0.705476,0.171879
-0.65509,0,0.375456,0,1,1,2.5862,0.171879
-0.916944,0.957271,0.375456,2,5,0,1.14102,0.646238
-1.28568,0.664373,0.375456,1,3,1,2.13509,1.03552
-1.4276,0.999517,0.375456,2,3,0,1.42787,1.1742
-0.759825,0.8,0.375456,2,5,1,1.53648,0.446675
-1.18645,0.989977,0.375456,2,5,0,1.39737,0.935911
-1.18467,1,0.375456,1,1,0,1.1944,0.934097
-1.18465,1,0.375456,1,1,0,1.19347,0.934078
-0.910217,0.8,0.375456,2,5,1,1.22274,0.638423
-0.730887,0.666667,0.375456,1,3,1,1.18804,0.402892
-0.730887,0,0.375456,0,1,1,1.86725,0.402892
-0.653669,0.5,0.375456,1,2,1,0.977675,0.18022
-0.952923,0.728913,0.375456,2,4,1,0.998653,0.687359
-1.00443,0.999284,0.375456,2,3,0,1.051,0.744551
-1.02508,0.999834,0.375456,1,1,0,1.02595,0.767009
-0.652365,0.75,0.375456,2,4,1,1.05707,0.2013
-0.66669,0.996725,0.375456,1,3,0,0.692758,0.275568
-0.65829,1,0.375456,2,3,0,0.666826,0.246782
-0.67294,0.99953,0.375456,3,7,0,0.673715,0.129432
-0.695366,0.997573,0.375456,2,3,0,0.697299,0.104413
-0.695366,0,0.375456,0,1,1,1.20722,0.104413
-1.06094,0.902121,0.375456,2,7,0,1.20089,0.805495
-0.861766,0.999722,0.375456,3,7,0,1.17556,0.580713
-0.854102,1,0.375456,1,1,0,0.864552,0.57132
-0.771844,0.997832,0.375456,2,7,0,0.974026,0.0622927
-0.663349,1,0.375456,1,1,0,0.732897,0.14641
-0.967538,0.955848,0.375456,2,5,0,1.03455,0.70377
-0.8148,0.948015,0.375456,1,3,0,1.11708,0.521712
-0.727737,1,0.375456,2,3,0,1.59626,0.397858
-0.688177,0.661807,0.375456,3,7,0,0.783626,0.111129
-0.688177,0,0.375456,0,1,1,1.01832,0.111129
-0.680719,1,0.375456,1,1,0,0.691149,0.119223
-0.65263,1,0.375456,2,3,0,0.679013,0.19084
-0.652359,1,0.375456,2,5,0,0.652604,0.199942
-0.652359,0,0.375456,0,1,1,1.24007,0.199942
-0.652359,0,0.375456,0,1,1,1.93311,0.199942
-0.652359,0,0.375456,0,1,1,1.1085,0.199942
-0.652359,0,0.375456,0,1,1,4.34425,0.199942
-2.20322,0.645969,0.375456,2,4,1,3.57008,1.88988
-1.42071,0.8,0.375456,2,5,1,2.73816,1.16755
-1.63727,0.999519,0.375456,3,7,0,1.71317,1.37325
-2.18734,0.856711,0.375456,2,7,1,2.20171,1.87566
-1.89765,0.833288,0.375456,2,6,1,2.52079,1.61385
-1.85364,0.999906,0.375456,3,7,0,2.05393,1.57358
-2.76922,0.998551,0.375456,2,5,0,2.91793,2.38961
-2.77865,0.999999,0.375456,3,7,0,2.7864,2.39783
-2.60836,0.999966,0.375456,1,3,0,2.85707,2.24877
-3.345,0.881774,0.375456,2,7,0,3.72254,2.88812
-2.08174,0.999897,0.375456,2,7,0,3.74572,1.7808
-1.48754,0.999838,0.375456,2,7,0,2.33784,1.23171
-1.3043,0.833333,0.375456,2,6,1,1.48792,1.05395
-2.11076,0.663831,0.375456,1,3,1,5.58128,1.80693
-2.12441,0.999997,0.375456,3,7,0,2.12992,1.81921
-2.0812,1,0.375456,1,1,0,2.12437,1.78032
-1.93184,0.999957,0.375456,1,3,0,2.14234,1.64502
-3.1798,0.831988,0.375456,2,6,1,4.66784,2.74586
-2.50423,1,0.375456,2,7,0,3.48064,2.15714
-2.35131,0.999973,0.375456,1,3,0,2.56429,2.02185
-2.14382,0.857124,0.375456,2,7,1,2.49288,1.83665
-3.21811,0.873804,0.375456,3,8,1,4.24199,2.7789
-4.06313,0.999477,0.375456,2,7,0,4.58113,3.50112
-1.39457,0.874988,0.375456,3,8,1,4.51608,1.14226
-1.59428,0.999016,0.375456,1,3,0,1.75187,1.33289
-1.14445,0.99853,0.375456,2,7,0,2.69047,0.892901
-1.17579,0.999942,0.375456,2,3,0,1.17588,0.925053
-1.15621,1,0.375456,1,1,0,1.17738,0.905
-0.714882,0.999288,0.375456,2,5,0,1.40539,0.376581
-0.714882,0,0.375456,0,1,1,1.76075,0.376581
-0.860424,0.664563,0.375456,1,3,1,1.06413,0.579074
-0.691594,0.962122,0.375456,1,3,0,1.16651,0.333882
-0.672325,0.999503,0.375456,3,7,0,0.728019,0.290917
-0.65236,0.998948,0.375456,2,5,0,0.708641,0.200261
-0.784258,0.991436,0.375456,3,7,0,0.790724,0.481049
-0.95635,0.995547,0.375456,2,5,0,1.17231,0.691221
-1.16356,0.997386,0.375456,3,7,0,1.39784,0.912547
-0.671387,0.998765,0.375456,2,7,0,1.54436,0.288492
-0.724403,0.995913,0.375456,1,3,0,0.769894,0.392456
-0.712825,0.999919,0.375456,2,3,0,0.732825,0.373053
-0.659612,0.5,0.375456,1,2,1,0.94537,0.155612
-0.659612,0,0.375456,0,1,1,1.26652,0.155612
-0.863372,0.731094,0.375456,2,4,1,0.891156,0.582671
-0.706593,0.666667,0.375456,1,3,1,1.10385,0.362117
-0.706593,0,0.375456,0,1,1,1.96025,0.362117
-0.653283,0.999864,0.375456,2,5,0,0.72037,0.183301
-0.657502,0.99961,0.375456,2,3,0,0.658301,0.162129
-1.70647,0.869489,0.375456,2,7,0,2.38534,1.4378
-1.95301,0.999323,0.375456,2,5,0,2.19033,1.66428
-1.92429,1,0.375456,1,1,0,1.95431,1.63815
-1.95254,0.999984,0.375456,2,3,0,1.95398,1.66386
-2.69385,0.999165,0.375456,4,15,0,3.13598,2.32372
-2.95749,0.999724,0.375456,2,5,0,3.19831,2.55348
-3.03959,0.999964,0.375456,3,7,0,3.11221,2.62467
-2.20601,0.999795,0.375456,2,7,0,3.58313,1.89238
-2.34229,0.999867,0.375456,2,3,0,2.34546,2.01384
-2.61283,0.999857,0.375456,3,7,0,2.62681,2.25269
-2.05295,0.857143,0.375456,2,7,1,2.62389,1.75484
-2.61429,0.856805,0.375456,2,7,1,2.80435,2.25397
-2.63659,0.999511,0.375456,4,15,0,3.86492,2.27354
-1.83236,0.999738,0.375456,2,7,0,3.15985,1.55406
-1.42743,0.833333,0.375456,2,6,1,1.91536,1.17403
-1.41191,1,0.375456,1,1,0,1.43097,1.15905
-0.65485,0.75,0.375456,2,4,1,1.66634,0.173081
-0.994351,0.431893,0.375456,1,2,1,2.89509,0.733493
-0.988245,1,0.375456,1,1,0,0.999103,0.726765
-0.782323,0.666667,0.375456,1,3,1,1.29939,0.478394
-1.03482,0.991318,0.375456,2,7,0,1.51584,0.777534
-0.890125,0.8,0.375456,2,5,1,1.03462,0.614813
-1.03439,0.997603,0.375456,1,3,0,1.147,0.777065
-1.4266,0.996948,0.375456,3,7,0,1.61215,1.17323
-0.772108,0.5,0.375456,1,2,1,4.46726,0.464197
-0.673399,0.5,0.375456,1,2,1,1.3313,0.128763
-0.673399,0,0.375456,0,1,1,1.00941,0.128763
-0.745582,0.463354,0.375456,1,2,1,1.25397,0.425627
-1.43859,0.978594,0.375456,2,7,0,2.08229,1.18479
-0.87464,0.99687,0.375456,3,9,0,1.96522,0.0362502
-0.660144,1,0.375456,1,1,0,0.778394,0.154151
-1.46728,0.670469,0.375456,2,4,1,1.88458,1.21234
-1.84416,0.833016,0.375456,2,6,1,1.90869,1.56489
-1.13169,0.75,0.375456,2,4,1,2.31716,0.879725
-0.96245,0.8,0.375456,2,5,1,1.13323,0.698074
-1.46558,0.797257,0.375456,2,5,1,1.69139,1.21071
-1.47828,0.999961,0.375456,1,1,0,1.48292,1.22286
-1.35111,0.999934,0.375456,1,3,0,1.52686,1.09994
-0.754646,0.999044,0.375456,2,7,0,1.79283,0.439121
-0.943799,0.664584,0.375456,1,3,1,1.23323,0.677031
-0.769617,0.666667,0.375456,1,3,1,1.17081,0.460686
-0.671049,0.666667,0.375456,1,3,0,0.910204,0.287606
-0.655287,0.996272,0.375456,1,3,0,0.736397,0.170936
-0.655287,0,0.375456,0,1,1,3.94753,0.170936
-0.655287,0,0.375456,0,1,1,1.41901,0.170936
-0.821458,0.949262,0.375456,1,1,0,0.825238,0.0474186
-0.821458,0.244003,0.375456,1,2,1,1.76024,0.0474186
-0.821458,0,0.375456,0,1,1,1.50309,0.0474186
-0.803014,0.967265,0.375456,2,5,0,0.862332,0.506277
-0.804572,0.999972,0.375456,1,1,0,0.809074,0.508334
-1.11217,0.79802,0.375456,2,5,0,1.1136,0.859445
-0.684442,1,0.375456,2,5,0,1.1419,0.319109
-0.847529,0.996361,0.375456,3,7,0,0.847607,0.563199
-0.657115,0.428772,0.375456,3,7,0,0.845067,0.163484
-0.786796,0.470465,0.375456,1,2,1,1.37876,0.484516
-0.652614,0.999103,0.375456,3,7,0,0.885864,0.209153
-0.659061,0.998941,0.375456,1,3,0,0.66974,0.157195
-0.659061,0,0.375456,0,1,1,1.36288,0.157195
-0.659061,0,0.375456,0,1,1,1.8929,0.157195
-3.42094,0.675072,0.375456,3,8,1,4.2775,2.95334
-2.17363,0.8,0.375456,2,5,1,4.86859,1.86338
-2.24411,0.999934,0.375456,2,3,0,2.26148,1.92642
-2.50478,0.85702,0.375456,2,7,1,2.75101,2.15762
-3.68535,0.856552,0.375456,2,7,1,4.92573,3.17964
-3.57813,1,0.375456,2,3,0,3.69615,3.08801
-2.47201,0.999966,0.375456,3,9,0,3.83003,2.12871
-1.71908,0.83329,0.375456,2,6,1,2.9237,1.44951
-1.76883,0.999916,0.375456,2,3,0,1.79043,1.49556
-1.73154,1,0.375456,2,3,0,1.76892,1.46106
-1.75953,0.999941,0.375456,1,1,0,1.7608,1.48697
-1.92439,0.857025,0.375456,2,7,1,2.00888,1.63824
-2.06507,0.999729,0.375456,1,3,0,2.11685,1.76577
-2.58413,0.856839,0.375456,2,7,1,2.73405,2.22748
-1.48079,0.999873,0.375456,2,7,0,2.88535,1.22526
-1.48609,0.999995,0.375456,2,3,0,1.49363,1.23033
-1.31417,0.999801,0.375456,1,3,0,1.59807,1.06369
-1.85759,0.665323,0.375456,1,3,1,3.3917,1.5772
-1.82856,1,0.375456,1,1,0,1.85874,1.55057
-1.65936,0.999897,0.375456,1,3,0,1.92155,1.39391
-1.18439,0.833333,0.375456,2,6,1,1.6667,0.933814
-2.05249,0.998494,0.375456,2,7,0,2.21515,1.75442
-2.37084,0.999347,0.375456,2,5,0,2.77651,2.03918
-2.79278,0.833089,0.375456,2,6,1,3.53342,2.41016
-3.46609,0.999495,0.375456,2,7,0,3.75618,2.99206
-2.86824,0.99962,0.375456,3,11,0,4.99889,2.47591
-2.6413,0.999927,0.375456,1,3,0,3.03498,2.27767
-3.56078,0.99912,0.375456,2,7,0,4.22952,3.07317
-3.59158,0.999985,0.375456,1,1,0,3.59342,3.09951
-2.33981,0.999916,0.375456,2,7,0,3.96881,2.01164
-2.15357,0.999929,0.375456,1,3,0,2.44657,1.8454
-2.01541,0.999977,0.375456,1,3,0,2.20135,1.7209
-2.25881,0.999545,0.375456,2,5,0,2.47468,1.93954
-2.4084,0.999791,0.375456,1,3,0,2.46584,2.07247
-3.68633,0.999299,0.375456,4,15,0,3.82275,3.18047
-3.69505,0.999996,0.375456,1,1,0,3.70361,3.18791
-3.10674,1,0.375456,3,7,0,3.70843,2.68276
-3.74687,0.999562,0.375456,2,5,0,3.99162,3.23213
-2.59681,0.999946,0.375456,2,7,0,4.0285,2.23862
-3.09708,0.999643,0.375456,2,5,0,3.21911,2.67441
-3.67075,0.999704,0.375456,2,5,0,3.84796,3.16717
-3.46493,0.999987,0.375456,3,7,0,3.78163,2.99107
-1.7867,0.833333,0.375456,2,6,1,4.38056,1.51206
-1.98872,0.99981,0.375456,3,7,0,2.01282,1.69672
-1.83632,0.999945,0.375456,1,3,0,2.05508,1.5577
-3.42912,0.996867,0.375456,2,7,0,4.22524,2.96036
-1.58109,0.875,0.375456,3,8,1,3.51943,1.32047
-1.32937,0.999636,0.375456,2,5,0,1.86195,1.07864
-1.14007,0.999692,0.375456,2,5,0,1.48832,0.88839
-1.13275,0.998948,0.375456,3,7,0,1.47938,0.880817
-0.795166,0.75,0.375456,2,4,1,1.23218,0.495828
-0.809105,0.999748,0.375456,1,1,0,0.809717,0.514291
-1.25073,0.7967,0.375456,2,5,1,1.27203,1.00073
-1.83294,0.997526,0.375456,2,7,0,2.10207,1.5546
-1.85157,0.999965,0.375456,1,1,0,1.85512,1.57169
-2.27905,0.998541,0.375456,2,7,0,3.09246,1.95758
-2.2914,0.999985,0.375456,1,1,0,2.29757,1.96858
-2.315,0.999991,0.375456,2,3,0,2.31776,1.98959
-1.64398,0.999818,0.375456,2,7,0,2.65504,1.37954
-1.61761,1,0.375456,1,1,0,1.64533,1.35482
-1.34082,0.799894,0.375456,2,5,1,1.96565,1.08987
-1.234,1,0.375456,2,3,0,1.34351,0.983969
-0.800878,0.999952,0.375456,3,7,0,1.27679,0.503447
-0.68265,0.5,0.375456,1,2,1,1.53988,0.116994
-0.709943,0.988899,0.375456,1,1,0,0.715526,0.093067
