# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-21 23:45:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_5-20230322004541_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-2.82276,0.466878,0.935809,1,1,0,3.19014,3.51534
-1.4791,1,0.935809,1,1,0,2.19718,1.73332
-1.4791,0.00461393,0.935809,1,1,0,3.56798,1.73332
-1.61293,0.753825,0.935809,1,3,0,2.3996,0.417947
-1.677,0.99351,0.935809,1,1,0,1.70859,0.383698
-2.12089,0.923181,0.935809,1,3,0,2.86035,2.68403
-1.40549,1,0.935809,1,1,0,1.82365,1.58494
-1.40549,0.579814,0.935809,1,1,0,1.96375,1.58494
-1.40549,0.722969,0.935809,1,3,0,2.28192,1.58494
-2.15401,0.202928,0.935809,2,3,0,3.67339,0.223107
-1.5259,0.918893,0.935809,1,3,0,2.16801,0.473842
-1.68669,0.994152,0.935809,2,3,0,1.69175,0.378917
-1.68669,0.981524,0.935809,1,1,0,1.88861,0.378917
-1.39609,0.691674,0.935809,2,3,0,2.18892,1.56432
-1.32933,1,0.935809,1,1,0,1.38998,1.39976
-1.50956,0.972099,0.935809,2,3,0,1.52413,1.7897
-1.50956,0.699443,0.935809,1,1,0,1.92711,1.7897
-1.50956,0.118878,0.935809,2,3,0,4.3689,1.7897
-1.50956,0.300804,0.935809,1,1,0,2.41661,1.7897
-2.01891,0.761803,0.935809,1,1,0,2.13312,2.55201
-1.25629,1,0.935809,1,3,0,1.86191,0.903009
-2.3728,0.89706,0.935809,2,7,0,2.37333,0.179247
-4.30218,0.917321,0.935809,1,3,0,5.19342,0.0330855
-3.96433,1,0.935809,1,1,0,4.32553,0.043821
-3.67663,1,0.935809,1,1,0,3.99663,0.0558283
-2.0825,1,0.935809,2,3,0,3.63123,0.240353
-1.38392,0.371832,0.935809,2,3,0,2.93466,1.5369
-1.38392,0.652851,0.935809,1,3,0,2.60703,1.5369
-6.28552,0.137586,0.935809,3,7,0,6.35995,0.00659249
-5.80785,1,0.935809,1,1,0,6.29297,0.00969071
-2.5423,0.99933,0.935809,3,7,0,4.02028,3.19563
-1.42331,1,0.935809,1,1,0,2.03217,1.6228
-1.42331,0.534396,0.935809,1,1,0,2.03277,1.6228
-1.26427,1,0.935809,1,3,0,1.37178,1.15882
-1.38691,0.951818,0.935809,1,3,0,1.51415,0.601955
-1.25114,0.998263,0.935809,1,3,0,1.39703,0.957887
-1.45089,0.960844,0.935809,1,3,0,1.52562,0.534742
-1.48659,0.998439,0.935809,2,3,0,1.50924,0.503903
-1.66179,0.933509,0.935809,2,3,0,2.32774,0.391394
-1.32349,0.999364,0.935809,2,3,0,1.6749,0.695126
-1.26885,0.970611,0.935809,2,3,0,1.58741,0.836223
-1.259,0.982713,0.935809,2,3,0,1.4644,0.884777
-1.2652,0.974956,0.935809,2,3,0,1.43025,0.852036
-1.3989,0.986392,0.935809,2,3,0,1.42737,1.57053
-1.84864,0.808699,0.935809,1,1,0,1.89617,2.32084
-1.48792,1,0.935809,2,7,0,1.7167,0.50283
-1.29759,0.993572,0.935809,1,3,0,1.46811,0.748826
-1.29759,0.83387,0.935809,1,3,0,2.6351,0.748826
-1.33319,0.982496,0.935809,1,3,0,1.44518,1.4105
-1.46769,0.949139,0.935809,1,1,0,1.48479,1.71156
-1.72434,0.884006,0.935809,1,1,0,1.80136,2.14052
-1.42851,1,0.935809,2,3,0,1.62238,0.556226
-1.45993,0.995702,0.935809,1,1,0,1.48098,0.52657
-1.26517,0.99127,0.935809,1,3,0,1.57702,1.16399
-1.26446,1,0.935809,1,1,0,1.26886,1.1599
-1.31165,0.977978,0.935809,1,3,0,1.38189,0.717913
-1.35423,0.992626,0.935809,1,1,0,1.35749,0.645214
-1.34999,1,0.935809,1,1,0,1.37134,0.651472
-1.46493,0.982268,0.935809,2,3,0,1.57111,0.522157
-1.30442,0.888783,0.935809,2,3,0,2.17535,0.733207
-1.26556,0.991323,0.935809,1,3,0,1.35483,1.16619
-1.47904,0.951603,0.935809,1,3,0,1.47944,1.73321
-1.47904,0.121598,0.935809,1,1,0,2.75685,1.73321
-1.69303,0.355992,0.935809,2,3,0,4.48518,0.375843
-1.25472,0.977658,0.935809,1,3,0,1.79283,0.915569
-1.25472,0.782027,0.935809,1,3,0,2.53335,0.915569
-1.49685,0.959279,0.935809,1,3,0,1.57634,0.495701
-2.34515,0.933479,0.935809,2,3,0,2.40882,0.184157
-1.25016,0.431177,0.935809,2,3,0,3.03573,1.01583
-1.25016,0.969697,0.935809,1,3,0,1.39778,1.01583
-3.51446,0.364962,0.935809,1,1,0,3.54303,4.2611
-3.51446,0.679249,0.935809,2,7,0,4.30827,4.2611
-1.27264,1,0.935809,2,3,0,2.76888,0.821536
-1.27264,0.0782802,0.935809,1,1,0,3.74321,0.821536
-1.27264,0.917741,0.935809,1,3,0,1.94373,0.821536
-1.81122,0.922699,0.935809,1,3,0,2.02357,0.324977
-2.34201,0.970857,0.935809,2,3,0,2.53193,0.184727
-2.34201,0.993185,0.935809,1,1,0,2.53807,0.184727
-3.35068,0.708339,0.935809,1,3,0,3.47562,0.0737722
-1.50937,1,0.935809,2,7,0,3.1854,0.486045
-2.19322,0.971395,0.935809,2,3,0,2.61113,2.77535
-1.45831,0.785354,0.935809,1,3,0,2.70599,0.528011
-1.89548,0.962898,0.935809,2,3,0,2.01112,0.294746
-2.17055,0.981783,0.935809,1,1,0,2.17663,0.21935
-3.11755,0.720587,0.935809,1,3,0,3.23007,0.0903874
-2.16261,0.736157,0.935809,1,3,0,3.18876,0.221142
-2.02079,1,0.935809,1,1,0,2.19102,0.256672
-1.32782,0.964107,0.935809,1,3,0,2.70603,1.39553
-2.60056,0.524237,0.935809,1,1,0,2.65428,3.26314
-1.284,1,0.935809,1,1,0,2.01222,1.25173
-1.284,0.262877,0.935809,2,3,0,2.90931,1.25173
-1.27885,0.986333,0.935809,1,3,0,1.35301,0.800242
-1.32998,0.984031,0.935809,1,3,0,1.40893,1.40159
-2.30453,0.625586,0.935809,1,1,0,2.33884,2.91271
-1.84503,1,0.935809,1,1,0,2.33967,2.31576
-1.25066,1,0.935809,1,3,0,1.70375,0.967806
-1.55515,0.951872,0.935809,2,3,0,1.56729,0.453617
-2.92729,0.953098,0.935809,1,3,0,3.53654,0.107012
-3.41361,0.988668,0.935809,1,1,0,3.41481,0.0698777
-4.75625,0.756102,0.935809,1,3,0,4.99934,0.0227719
-3.3647,0.715027,0.935809,1,3,0,5.01111,0.0728845
